TrainNo,StartingStationCode,DepartureTime,ArrivingStationCode,ArrivalTime
657,ERS,Sat 23:25,TCR,Sun 0:40
657,TCR,Sun 1:10,PGT,Sun 5:05
657,PGT,Sun 5:25,CBF,Sun 7:00
657,CBF,Sun 7:25,TUP,Sun 8:30
657,TUP,Sun 8:50,ED,Sun 9:25
657,ED,Sun 9:55,SA,Sun 11:00
657,SA,Sun 12:00,JTJ,Sun 16:20
657,JTJ,Sun 16:35,KPD,Sun 18:10
657,KPD,Sun 18:55,OGL,Mon 1:55
657,OGL,Mon 2:00,NGNT,Mon 4:30
657,NGNT,Mon 4:40,BZA,Mon 6:10
657,BZA,Mon 6:20,TDD,Mon 9:10
657,TDD,Mon 9:15,RJY,Mon 10:15
657,RJY,Mon 10:25,BLS,Tue 7:15
657,BLS,Tue 7:45,KGP,Tue 9:30
657,KGP,Tue 10:00,PKU,Tue 10:40
657,PKU,Tue 11:10,MCA,Tue 11:35
657,MCA,Tue 12:05,SGTY,Tue 13:00
658,SGTY,Tue 23:00,MCA,Tue 23:45
658,MCA,Tue 0:15,PKU,Wed 0:40
658,PKU,Wed 1:10,KGP,Wed 2:00
658,KGP,Wed 2:30,BLS,Wed 3:50
658,BLS,Wed 4:20,PSA,Wed 14:00
658,PSA,Wed 14:40,RJY,Wed 21:40
658,RJY,Wed 21:50,TDD,Wed 22:40
658,TDD,Wed 22:45,BZA,Thu 1:00
658,BZA,Thu 1:10,NGNT,Thu 2:05
658,NGNT,Thu 2:15,OGL,Thu 5:06
658,OGL,Thu 5:11,KPD,Thu 16:15
658,KPD,Thu 16:35,JTJ,Thu 17:55
658,JTJ,Thu 19:00,ED,Thu 23:00
658,ED,Thu 0:10,TUP,Fri 1:20
658,TUP,Fri 1:50,CBF,Fri 2:45
658,CBF,Fri 5:00,PGT,Fri 6:35
658,PGT,Fri 7:00,TCR,Fri 8:50
658,TCR,Fri 10:10,ERS,Fri 12:30
6011,TBM,Mon 7:45,CGL,Mon 8:18
6011,CGL,Mon 8:20,VM,Mon 10:00
6011,VM,Mon 10:05,VRI,Mon 10:58
6011,VRI,Mon 11:00,TPJ,Mon 12:52
6011,TPJ,Mon 13:02,DG,Mon 14:02
6011,DG,Mon 14:04,MDU,Mon 15:19
6011,MDU,Mon 15:24,VPT,Mon 16:07
6011,VPT,Mon 16:09,SRT,Mon 16:30
6011,SRT,Mon 16:32,CVP,Mon 16:52
6011,CVP,Mon 16:54,TEN,Mon 18:35
6011,TEN,Mon 18:45,VLY,Mon 19:18
6011,VLY,Mon 19:20,NCJ,Mon 20:25
6012,NCJ,Sun 16:35,VLY,Sun 17:11
6012,VLY,Sun 17:13,TEN,Sun 17:46
6012,TEN,Sun 17:51,CVP,Sun 18:43
6012,CVP,Sun 18:45,SRT,Sun 19:03
6012,SRT,Sun 19:05,VPT,Sun 19:28
6012,VPT,Sun 19:30,MDU,Sun 20:55
6012,MDU,Sun 21:05,DG,Sun 22:03
6012,DG,Sun 22:05,TPJ,Sun 23:30
6012,TPJ,Sun 23:40,VRI,Mon 1:12
6012,VRI,Mon 1:14,VM,Mon 1:55
6012,VM,Mon 2:05,CGL,Mon 3:25
6012,CGL,Mon 3:27,TBM,Mon 4:10
6013,ALLP,Sun 17:35,PNPR,Sun 17:41
6013,PNPR,Sun 17:42,AMPA,Sun 17:47
6013,AMPA,Sun 17:48,TZH,Sun 17:53
6013,TZH,Sun 17:54,KVTA,Sun 18:02
6013,KVTA,Sun 18:03,HAD,Sun 18:09
6013,HAD,Sun 18:10,CHPD,Sun 18:17
6013,CHPD,Sun 18:18,KYJ,Sun 18:31
6013,KYJ,Sun 18:32,OCR,Sun 18:41
6013,OCR,Sun 18:42,KPY,Sun 18:50
6013,KPY,Sun 18:51,STKT,Sun 19:00
6013,STKT,Sun 19:01,MQO,Sun 19:07
6013,MQO,Sun 19:08,PRND,Sun 19:14
6013,PRND,Sun 19:15,QLN,Sun 19:30
6013,ALLP,Mon 17:35,PNPR,Mon 17:41
6013,PNPR,Mon 17:42,AMPA,Mon 17:47
6013,AMPA,Mon 17:48,TZH,Mon 17:53
6013,TZH,Mon 17:54,KVTA,Mon 18:02
6013,KVTA,Mon 18:03,HAD,Mon 18:09
6013,HAD,Mon 18:10,CHPD,Mon 18:17
6013,CHPD,Mon 18:18,KYJ,Mon 18:31
6013,KYJ,Mon 18:32,OCR,Mon 18:41
6013,OCR,Mon 18:42,KPY,Mon 18:50
6013,KPY,Mon 18:51,STKT,Mon 19:00
6013,STKT,Mon 19:01,MQO,Mon 19:07
6013,MQO,Mon 19:08,PRND,Mon 19:14
6013,PRND,Mon 19:15,QLN,Mon 19:30
6013,ALLP,Tue 17:35,PNPR,Tue 17:41
6013,PNPR,Tue 17:42,AMPA,Tue 17:47
6013,AMPA,Tue 17:48,TZH,Tue 17:53
6013,TZH,Tue 17:54,KVTA,Tue 18:02
6013,KVTA,Tue 18:03,HAD,Tue 18:09
6013,HAD,Tue 18:10,CHPD,Tue 18:17
6013,CHPD,Tue 18:18,KYJ,Tue 18:31
6013,KYJ,Tue 18:32,OCR,Tue 18:41
6013,OCR,Tue 18:42,KPY,Tue 18:50
6013,KPY,Tue 18:51,STKT,Tue 19:00
6013,STKT,Tue 19:01,MQO,Tue 19:07
6013,MQO,Tue 19:08,PRND,Tue 19:14
6013,PRND,Tue 19:15,QLN,Tue 19:30
6013,ALLP,Wed 17:35,PNPR,Wed 17:41
6013,PNPR,Wed 17:42,AMPA,Wed 17:47
6013,AMPA,Wed 17:48,TZH,Wed 17:53
6013,TZH,Wed 17:54,KVTA,Wed 18:02
6013,KVTA,Wed 18:03,HAD,Wed 18:09
6013,HAD,Wed 18:10,CHPD,Wed 18:17
6013,CHPD,Wed 18:18,KYJ,Wed 18:31
6013,KYJ,Wed 18:32,OCR,Wed 18:41
6013,OCR,Wed 18:42,KPY,Wed 18:50
6013,KPY,Wed 18:51,STKT,Wed 19:00
6013,STKT,Wed 19:01,MQO,Wed 19:07
6013,MQO,Wed 19:08,PRND,Wed 19:14
6013,PRND,Wed 19:15,QLN,Wed 19:30
6013,ALLP,Thu 17:35,PNPR,Thu 17:41
6013,PNPR,Thu 17:42,AMPA,Thu 17:47
6013,AMPA,Thu 17:48,TZH,Thu 17:53
6013,TZH,Thu 17:54,KVTA,Thu 18:02
6013,KVTA,Thu 18:03,HAD,Thu 18:09
6013,HAD,Thu 18:10,CHPD,Thu 18:17
6013,CHPD,Thu 18:18,KYJ,Thu 18:31
6013,KYJ,Thu 18:32,OCR,Thu 18:41
6013,OCR,Thu 18:42,KPY,Thu 18:50
6013,KPY,Thu 18:51,STKT,Thu 19:00
6013,STKT,Thu 19:01,MQO,Thu 19:07
6013,MQO,Thu 19:08,PRND,Thu 19:14
6013,PRND,Thu 19:15,QLN,Thu 19:30
6013,ALLP,Fri 17:35,PNPR,Fri 17:41
6013,PNPR,Fri 17:42,AMPA,Fri 17:47
6013,AMPA,Fri 17:48,TZH,Fri 17:53
6013,TZH,Fri 17:54,KVTA,Fri 18:02
6013,KVTA,Fri 18:03,HAD,Fri 18:09
6013,HAD,Fri 18:10,CHPD,Fri 18:17
6013,CHPD,Fri 18:18,KYJ,Fri 18:31
6013,KYJ,Fri 18:32,OCR,Fri 18:41
6013,OCR,Fri 18:42,KPY,Fri 18:50
6013,KPY,Fri 18:51,STKT,Fri 19:00
6013,STKT,Fri 19:01,MQO,Fri 19:07
6013,MQO,Fri 19:08,PRND,Fri 19:14
6013,PRND,Fri 19:15,QLN,Fri 19:30
6013,ALLP,Sat 17:35,PNPR,Sat 17:41
6013,PNPR,Sat 17:42,AMPA,Sat 17:47
6013,AMPA,Sat 17:48,TZH,Sat 17:53
6013,TZH,Sat 17:54,KVTA,Sat 18:02
6013,KVTA,Sat 18:03,HAD,Sat 18:09
6013,HAD,Sat 18:10,CHPD,Sat 18:17
6013,CHPD,Sat 18:18,KYJ,Sat 18:31
6013,KYJ,Sat 18:32,OCR,Sat 18:41
6013,OCR,Sat 18:42,KPY,Sat 18:50
6013,KPY,Sat 18:51,STKT,Sat 19:00
6013,STKT,Sat 19:01,MQO,Sat 19:07
6013,MQO,Sat 19:08,PRND,Sat 19:14
6013,PRND,Sat 19:15,QLN,Sat 19:30
6014,QLN,Sun 3:45,PRND,Sun 3:55
6014,PRND,Sun 3:56,MQO,Sun 4:03
6014,MQO,Sun 4:04,STKT,Sun 4:10
6014,STKT,Sun 4:11,KPY,Sun 4:20
6014,KPY,Sun 4:21,OCR,Sun 4:30
6014,OCR,Sun 4:31,KYJ,Sun 4:45
6014,KYJ,Sun 4:46,CHPD,Sun 4:54
6014,CHPD,Sun 4:55,HAD,Sun 5:02
6014,HAD,Sun 5:03,KVTA,Sun 5:09
6014,KVTA,Sun 5:10,TZH,Sun 5:17
6014,TZH,Sun 5:18,AMPA,Sun 5:27
6014,AMPA,Sun 5:28,PNPR,Sun 5:34
6014,PNPR,Sun 5:35,ALLP,Sun 5:50
6014,QLN,Mon 3:45,PRND,Mon 3:55
6014,PRND,Mon 3:56,MQO,Mon 4:03
6014,MQO,Mon 4:04,STKT,Mon 4:10
6014,STKT,Mon 4:11,KPY,Mon 4:20
6014,KPY,Mon 4:21,OCR,Mon 4:30
6014,OCR,Mon 4:31,KYJ,Mon 4:45
6014,KYJ,Mon 4:46,CHPD,Mon 4:54
6014,CHPD,Mon 4:55,HAD,Mon 5:02
6014,HAD,Mon 5:03,KVTA,Mon 5:09
6014,KVTA,Mon 5:10,TZH,Mon 5:17
6014,TZH,Mon 5:18,AMPA,Mon 5:27
6014,AMPA,Mon 5:28,PNPR,Mon 5:34
6014,PNPR,Mon 5:35,ALLP,Mon 5:50
6014,QLN,Tue 3:45,PRND,Tue 3:55
6014,PRND,Tue 3:56,MQO,Tue 4:03
6014,MQO,Tue 4:04,STKT,Tue 4:10
6014,STKT,Tue 4:11,KPY,Tue 4:20
6014,KPY,Tue 4:21,OCR,Tue 4:30
6014,OCR,Tue 4:31,KYJ,Tue 4:45
6014,KYJ,Tue 4:46,CHPD,Tue 4:54
6014,CHPD,Tue 4:55,HAD,Tue 5:02
6014,HAD,Tue 5:03,KVTA,Tue 5:09
6014,KVTA,Tue 5:10,TZH,Tue 5:17
6014,TZH,Tue 5:18,AMPA,Tue 5:27
6014,AMPA,Tue 5:28,PNPR,Tue 5:34
6014,PNPR,Tue 5:35,ALLP,Tue 5:50
6014,QLN,Wed 3:45,PRND,Wed 3:55
6014,PRND,Wed 3:56,MQO,Wed 4:03
6014,MQO,Wed 4:04,STKT,Wed 4:10
6014,STKT,Wed 4:11,KPY,Wed 4:20
6014,KPY,Wed 4:21,OCR,Wed 4:30
6014,OCR,Wed 4:31,KYJ,Wed 4:45
6014,KYJ,Wed 4:46,CHPD,Wed 4:54
6014,CHPD,Wed 4:55,HAD,Wed 5:02
6014,HAD,Wed 5:03,KVTA,Wed 5:09
6014,KVTA,Wed 5:10,TZH,Wed 5:17
6014,TZH,Wed 5:18,AMPA,Wed 5:27
6014,AMPA,Wed 5:28,PNPR,Wed 5:34
6014,PNPR,Wed 5:35,ALLP,Wed 5:50
6014,QLN,Thu 3:45,PRND,Thu 3:55
6014,PRND,Thu 3:56,MQO,Thu 4:03
6014,MQO,Thu 4:04,STKT,Thu 4:10
6014,STKT,Thu 4:11,KPY,Thu 4:20
6014,KPY,Thu 4:21,OCR,Thu 4:30
6014,OCR,Thu 4:31,KYJ,Thu 4:45
6014,KYJ,Thu 4:46,CHPD,Thu 4:54
6014,CHPD,Thu 4:55,HAD,Thu 5:02
6014,HAD,Thu 5:03,KVTA,Thu 5:09
6014,KVTA,Thu 5:10,TZH,Thu 5:17
6014,TZH,Thu 5:18,AMPA,Thu 5:27
6014,AMPA,Thu 5:28,PNPR,Thu 5:34
6014,PNPR,Thu 5:35,ALLP,Thu 5:50
6014,QLN,Fri 3:45,PRND,Fri 3:55
6014,PRND,Fri 3:56,MQO,Fri 4:03
6014,MQO,Fri 4:04,STKT,Fri 4:10
6014,STKT,Fri 4:11,KPY,Fri 4:20
6014,KPY,Fri 4:21,OCR,Fri 4:30
6014,OCR,Fri 4:31,KYJ,Fri 4:45
6014,KYJ,Fri 4:46,CHPD,Fri 4:54
6014,CHPD,Fri 4:55,HAD,Fri 5:02
6014,HAD,Fri 5:03,KVTA,Fri 5:09
6014,KVTA,Fri 5:10,TZH,Fri 5:17
6014,TZH,Fri 5:18,AMPA,Fri 5:27
6014,AMPA,Fri 5:28,PNPR,Fri 5:34
6014,PNPR,Fri 5:35,ALLP,Fri 5:50
6014,QLN,Sat 3:45,PRND,Sat 3:55
6014,PRND,Sat 3:56,MQO,Sat 4:03
6014,MQO,Sat 4:04,STKT,Sat 4:10
6014,STKT,Sat 4:11,KPY,Sat 4:20
6014,KPY,Sat 4:21,OCR,Sat 4:30
6014,OCR,Sat 4:31,KYJ,Sat 4:45
6014,KYJ,Sat 4:46,CHPD,Sat 4:54
6014,CHPD,Sat 4:55,HAD,Sat 5:02
6014,HAD,Sat 5:03,KVTA,Sat 5:09
6014,KVTA,Sat 5:10,TZH,Sat 5:17
6014,TZH,Sat 5:18,AMPA,Sat 5:27
6014,AMPA,Sat 5:28,PNPR,Sat 5:34
6014,PNPR,Sat 5:35,ALLP,Sat 5:50
6015,ERS,Sun 16:00,KUMM,Sun 16:11
6015,KUMM,Sun 16:12,AROR,Sun 16:18
6015,AROR,Sun 16:19,EZP,Sun 16:25
6015,EZP,Sun 16:26,TUVR,Sun 16:34
6015,TUVR,Sun 16:35,VAY,Sun 16:40
6015,VAY,Sun 16:41,SRTL,Sun 16:49
6015,SRTL,Sun 16:50,TRVZ,Sun 16:56
6015,TRVZ,Sun 16:57,MAKM,Sun 17:02
6015,MAKM,Sun 17:03,KAVR,Sun 17:07
6015,KAVR,Sun 17:08,TMPY,Sun 17:15
6015,TMPY,Sun 17:16,ALLP,Sun 17:30
6015,ERS,Mon 16:00,KUMM,Mon 16:11
6015,KUMM,Mon 16:12,AROR,Mon 16:18
6015,AROR,Mon 16:19,EZP,Mon 16:25
6015,EZP,Mon 16:26,TUVR,Mon 16:34
6015,TUVR,Mon 16:35,VAY,Mon 16:40
6015,VAY,Mon 16:41,SRTL,Mon 16:49
6015,SRTL,Mon 16:50,TRVZ,Mon 16:56
6015,TRVZ,Mon 16:57,MAKM,Mon 17:02
6015,MAKM,Mon 17:03,KAVR,Mon 17:07
6015,KAVR,Mon 17:08,TMPY,Mon 17:15
6015,TMPY,Mon 17:16,ALLP,Mon 17:30
6015,ERS,Tue 16:00,KUMM,Tue 16:11
6015,KUMM,Tue 16:12,AROR,Tue 16:18
6015,AROR,Tue 16:19,EZP,Tue 16:25
6015,EZP,Tue 16:26,TUVR,Tue 16:34
6015,TUVR,Tue 16:35,VAY,Tue 16:40
6015,VAY,Tue 16:41,SRTL,Tue 16:49
6015,SRTL,Tue 16:50,TRVZ,Tue 16:56
6015,TRVZ,Tue 16:57,MAKM,Tue 17:02
6015,MAKM,Tue 17:03,KAVR,Tue 17:07
6015,KAVR,Tue 17:08,TMPY,Tue 17:15
6015,TMPY,Tue 17:16,ALLP,Tue 17:30
6015,ERS,Wed 16:00,KUMM,Wed 16:11
6015,KUMM,Wed 16:12,AROR,Wed 16:18
6015,AROR,Wed 16:19,EZP,Wed 16:25
6015,EZP,Wed 16:26,TUVR,Wed 16:34
6015,TUVR,Wed 16:35,VAY,Wed 16:40
6015,VAY,Wed 16:41,SRTL,Wed 16:49
6015,SRTL,Wed 16:50,TRVZ,Wed 16:56
6015,TRVZ,Wed 16:57,MAKM,Wed 17:02
6015,MAKM,Wed 17:03,KAVR,Wed 17:07
6015,KAVR,Wed 17:08,TMPY,Wed 17:15
6015,TMPY,Wed 17:16,ALLP,Wed 17:30
6015,ERS,Thu 16:00,KUMM,Thu 16:11
6015,KUMM,Thu 16:12,AROR,Thu 16:18
6015,AROR,Thu 16:19,EZP,Thu 16:25
6015,EZP,Thu 16:26,TUVR,Thu 16:34
6015,TUVR,Thu 16:35,VAY,Thu 16:40
6015,VAY,Thu 16:41,SRTL,Thu 16:49
6015,SRTL,Thu 16:50,TRVZ,Thu 16:56
6015,TRVZ,Thu 16:57,MAKM,Thu 17:02
6015,MAKM,Thu 17:03,KAVR,Thu 17:07
6015,KAVR,Thu 17:08,TMPY,Thu 17:15
6015,TMPY,Thu 17:16,ALLP,Thu 17:30
6015,ERS,Fri 16:00,KUMM,Fri 16:11
6015,KUMM,Fri 16:12,AROR,Fri 16:18
6015,AROR,Fri 16:19,EZP,Fri 16:25
6015,EZP,Fri 16:26,TUVR,Fri 16:34
6015,TUVR,Fri 16:35,VAY,Fri 16:40
6015,VAY,Fri 16:41,SRTL,Fri 16:49
6015,SRTL,Fri 16:50,TRVZ,Fri 16:56
6015,TRVZ,Fri 16:57,MAKM,Fri 17:02
6015,MAKM,Fri 17:03,KAVR,Fri 17:07
6015,KAVR,Fri 17:08,TMPY,Fri 17:15
6015,TMPY,Fri 17:16,ALLP,Fri 17:30
6015,ERS,Sat 16:00,KUMM,Sat 16:11
6015,KUMM,Sat 16:12,AROR,Sat 16:18
6015,AROR,Sat 16:19,EZP,Sat 16:25
6015,EZP,Sat 16:26,TUVR,Sat 16:34
6015,TUVR,Sat 16:35,VAY,Sat 16:40
6015,VAY,Sat 16:41,SRTL,Sat 16:49
6015,SRTL,Sat 16:50,TRVZ,Sat 16:56
6015,TRVZ,Sat 16:57,MAKM,Sat 17:02
6015,MAKM,Sat 17:03,KAVR,Sat 17:07
6015,KAVR,Sat 17:08,TMPY,Sat 17:15
6015,TMPY,Sat 17:16,ALLP,Sat 17:30
6016,ALLP,Sun 7:25,TMPY,Sun 7:31
6016,TMPY,Sun 7:32,KAVR,Sun 7:37
6016,KAVR,Sun 7:38,MAKM,Sun 7:43
6016,MAKM,Sun 7:44,TRVZ,Sun 7:50
6016,TRVZ,Sun 7:51,SRTL,Sun 8:05
6016,SRTL,Sun 8:10,VAY,Sun 8:17
6016,VAY,Sun 8:18,TUVR,Sun 8:22
6016,TUVR,Sun 8:23,EZP,Sun 8:30
6016,EZP,Sun 8:31,AROR,Sun 8:39
6016,AROR,Sun 8:40,KUMM,Sun 8:46
6016,KUMM,Sun 8:47,ERS,Sun 9:00
6016,ALLP,Mon 7:25,TMPY,Mon 7:31
6016,TMPY,Mon 7:32,KAVR,Mon 7:37
6016,KAVR,Mon 7:38,MAKM,Mon 7:43
6016,MAKM,Mon 7:44,TRVZ,Mon 7:50
6016,TRVZ,Mon 7:51,SRTL,Mon 8:05
6016,SRTL,Mon 8:10,VAY,Mon 8:17
6016,VAY,Mon 8:18,TUVR,Mon 8:22
6016,TUVR,Mon 8:23,EZP,Mon 8:30
6016,EZP,Mon 8:31,AROR,Mon 8:39
6016,AROR,Mon 8:40,KUMM,Mon 8:46
6016,KUMM,Mon 8:47,ERS,Mon 9:00
6016,ALLP,Tue 7:25,TMPY,Tue 7:31
6016,TMPY,Tue 7:32,KAVR,Tue 7:37
6016,KAVR,Tue 7:38,MAKM,Tue 7:43
6016,MAKM,Tue 7:44,TRVZ,Tue 7:50
6016,TRVZ,Tue 7:51,SRTL,Tue 8:05
6016,SRTL,Tue 8:10,VAY,Tue 8:17
6016,VAY,Tue 8:18,TUVR,Tue 8:22
6016,TUVR,Tue 8:23,EZP,Tue 8:30
6016,EZP,Tue 8:31,AROR,Tue 8:39
6016,AROR,Tue 8:40,KUMM,Tue 8:46
6016,KUMM,Tue 8:47,ERS,Tue 9:00
6016,ALLP,Wed 7:25,TMPY,Wed 7:31
6016,TMPY,Wed 7:32,KAVR,Wed 7:37
6016,KAVR,Wed 7:38,MAKM,Wed 7:43
6016,MAKM,Wed 7:44,TRVZ,Wed 7:50
6016,TRVZ,Wed 7:51,SRTL,Wed 8:05
6016,SRTL,Wed 8:10,VAY,Wed 8:17
6016,VAY,Wed 8:18,TUVR,Wed 8:22
6016,TUVR,Wed 8:23,EZP,Wed 8:30
6016,EZP,Wed 8:31,AROR,Wed 8:39
6016,AROR,Wed 8:40,KUMM,Wed 8:46
6016,KUMM,Wed 8:47,ERS,Wed 9:00
6016,ALLP,Thu 7:25,TMPY,Thu 7:31
6016,TMPY,Thu 7:32,KAVR,Thu 7:37
6016,KAVR,Thu 7:38,MAKM,Thu 7:43
6016,MAKM,Thu 7:44,TRVZ,Thu 7:50
6016,TRVZ,Thu 7:51,SRTL,Thu 8:05
6016,SRTL,Thu 8:10,VAY,Thu 8:17
6016,VAY,Thu 8:18,TUVR,Thu 8:22
6016,TUVR,Thu 8:23,EZP,Thu 8:30
6016,EZP,Thu 8:31,AROR,Thu 8:39
6016,AROR,Thu 8:40,KUMM,Thu 8:46
6016,KUMM,Thu 8:47,ERS,Thu 9:00
6016,ALLP,Fri 7:25,TMPY,Fri 7:31
6016,TMPY,Fri 7:32,KAVR,Fri 7:37
6016,KAVR,Fri 7:38,MAKM,Fri 7:43
6016,MAKM,Fri 7:44,TRVZ,Fri 7:50
6016,TRVZ,Fri 7:51,SRTL,Fri 8:05
6016,SRTL,Fri 8:10,VAY,Fri 8:17
6016,VAY,Fri 8:18,TUVR,Fri 8:22
6016,TUVR,Fri 8:23,EZP,Fri 8:30
6016,EZP,Fri 8:31,AROR,Fri 8:39
6016,AROR,Fri 8:40,KUMM,Fri 8:46
6016,KUMM,Fri 8:47,ERS,Fri 9:00
6016,ALLP,Sat 7:25,TMPY,Sat 7:31
6016,TMPY,Sat 7:32,KAVR,Sat 7:37
6016,KAVR,Sat 7:38,MAKM,Sat 7:43
6016,MAKM,Sat 7:44,TRVZ,Sat 7:50
6016,TRVZ,Sat 7:51,SRTL,Sat 8:05
6016,SRTL,Sat 8:10,VAY,Sat 8:17
6016,VAY,Sat 8:18,TUVR,Sat 8:22
6016,TUVR,Sat 8:23,EZP,Sat 8:30
6016,EZP,Sat 8:31,AROR,Sat 8:39
6016,AROR,Sat 8:40,KUMM,Sat 8:46
6016,KUMM,Sat 8:47,ERS,Sat 9:00
6017,SRR,Sun 4:30,VTK,Sun 4:42
6017,VTK,Sun 4:43,MUC,Sun 4:48
6017,MUC,Sun 4:49,WKI,Sun 4:56
6017,WKI,Sun 4:57,MGK,Sun 5:05
6017,MGK,Sun 5:06,PNQ,Sun 5:14
6017,PNQ,Sun 5:15,TCR,Sun 5:19
6017,TCR,Sun 5:21,OLR,Sun 5:29
6017,OLR,Sun 5:30,PUK,Sun 5:40
6017,PUK,Sun 5:56,NYI,Sun 6:01
6017,NYI,Sun 6:02,IJK,Sun 6:09
6017,IJK,Sun 6:10,CKI,Sun 6:17
6017,CKI,Sun 6:18,DINR,Sun 6:22
6017,DINR,Sun 6:23,KRAN,Sun 6:27
6017,KRAN,Sun 6:28,KUC,Sun 6:32
6017,KUC,Sun 6:33,AFK,Sun 6:39
6017,AFK,Sun 6:53,CWR,Sun 6:59
6017,CWR,Sun 7:00,AWY,Sun 7:04
6017,AWY,Sun 7:06,KLMR,Sun 7:14
6017,KLMR,Sun 7:15,IPL,Sun 7:24
6017,IPL,Sun 7:25,ERN,Sun 7:35
6017,ERN,Sun 7:37,ERS,Sun 7:45
6017,SRR,Mon 4:30,VTK,Mon 4:42
6017,VTK,Mon 4:43,MUC,Mon 4:48
6017,MUC,Mon 4:49,WKI,Mon 4:56
6017,WKI,Mon 4:57,MGK,Mon 5:05
6017,MGK,Mon 5:06,PNQ,Mon 5:14
6017,PNQ,Mon 5:15,TCR,Mon 5:19
6017,TCR,Mon 5:21,OLR,Mon 5:29
6017,OLR,Mon 5:30,PUK,Mon 5:40
6017,PUK,Mon 5:56,NYI,Mon 6:01
6017,NYI,Mon 6:02,IJK,Mon 6:09
6017,IJK,Mon 6:10,CKI,Mon 6:17
6017,CKI,Mon 6:18,DINR,Mon 6:22
6017,DINR,Mon 6:23,KRAN,Mon 6:27
6017,KRAN,Mon 6:28,KUC,Mon 6:32
6017,KUC,Mon 6:33,AFK,Mon 6:39
6017,AFK,Mon 6:53,CWR,Mon 6:59
6017,CWR,Mon 7:00,AWY,Mon 7:04
6017,AWY,Mon 7:06,KLMR,Mon 7:14
6017,KLMR,Mon 7:15,IPL,Mon 7:24
6017,IPL,Mon 7:25,ERN,Mon 7:35
6017,ERN,Mon 7:37,ERS,Mon 7:45
6017,SRR,Tue 4:30,VTK,Tue 4:42
6017,VTK,Tue 4:43,MUC,Tue 4:48
6017,MUC,Tue 4:49,WKI,Tue 4:56
6017,WKI,Tue 4:57,MGK,Tue 5:05
6017,MGK,Tue 5:06,PNQ,Tue 5:14
6017,PNQ,Tue 5:15,TCR,Tue 5:19
6017,TCR,Tue 5:21,OLR,Tue 5:29
6017,OLR,Tue 5:30,PUK,Tue 5:40
6017,PUK,Tue 5:56,NYI,Tue 6:01
6017,NYI,Tue 6:02,IJK,Tue 6:09
6017,IJK,Tue 6:10,CKI,Tue 6:17
6017,CKI,Tue 6:18,DINR,Tue 6:22
6017,DINR,Tue 6:23,KRAN,Tue 6:27
6017,KRAN,Tue 6:28,KUC,Tue 6:32
6017,KUC,Tue 6:33,AFK,Tue 6:39
6017,AFK,Tue 6:53,CWR,Tue 6:59
6017,CWR,Tue 7:00,AWY,Tue 7:04
6017,AWY,Tue 7:06,KLMR,Tue 7:14
6017,KLMR,Tue 7:15,IPL,Tue 7:24
6017,IPL,Tue 7:25,ERN,Tue 7:35
6017,ERN,Tue 7:37,ERS,Tue 7:45
6017,SRR,Wed 4:30,VTK,Wed 4:42
6017,VTK,Wed 4:43,MUC,Wed 4:48
6017,MUC,Wed 4:49,WKI,Wed 4:56
6017,WKI,Wed 4:57,MGK,Wed 5:05
6017,MGK,Wed 5:06,PNQ,Wed 5:14
6017,PNQ,Wed 5:15,TCR,Wed 5:19
6017,TCR,Wed 5:21,OLR,Wed 5:29
6017,OLR,Wed 5:30,PUK,Wed 5:40
6017,PUK,Wed 5:56,NYI,Wed 6:01
6017,NYI,Wed 6:02,IJK,Wed 6:09
6017,IJK,Wed 6:10,CKI,Wed 6:17
6017,CKI,Wed 6:18,DINR,Wed 6:22
6017,DINR,Wed 6:23,KRAN,Wed 6:27
6017,KRAN,Wed 6:28,KUC,Wed 6:32
6017,KUC,Wed 6:33,AFK,Wed 6:39
6017,AFK,Wed 6:53,CWR,Wed 6:59
6017,CWR,Wed 7:00,AWY,Wed 7:04
6017,AWY,Wed 7:06,KLMR,Wed 7:14
6017,KLMR,Wed 7:15,IPL,Wed 7:24
6017,IPL,Wed 7:25,ERN,Wed 7:35
6017,ERN,Wed 7:37,ERS,Wed 7:45
6017,SRR,Thu 4:30,VTK,Thu 4:42
6017,VTK,Thu 4:43,MUC,Thu 4:48
6017,MUC,Thu 4:49,WKI,Thu 4:56
6017,WKI,Thu 4:57,MGK,Thu 5:05
6017,MGK,Thu 5:06,PNQ,Thu 5:14
6017,PNQ,Thu 5:15,TCR,Thu 5:19
6017,TCR,Thu 5:21,OLR,Thu 5:29
6017,OLR,Thu 5:30,PUK,Thu 5:40
6017,PUK,Thu 5:56,NYI,Thu 6:01
6017,NYI,Thu 6:02,IJK,Thu 6:09
6017,IJK,Thu 6:10,CKI,Thu 6:17
6017,CKI,Thu 6:18,DINR,Thu 6:22
6017,DINR,Thu 6:23,KRAN,Thu 6:27
6017,KRAN,Thu 6:28,KUC,Thu 6:32
6017,KUC,Thu 6:33,AFK,Thu 6:39
6017,AFK,Thu 6:53,CWR,Thu 6:59
6017,CWR,Thu 7:00,AWY,Thu 7:04
6017,AWY,Thu 7:06,KLMR,Thu 7:14
6017,KLMR,Thu 7:15,IPL,Thu 7:24
6017,IPL,Thu 7:25,ERN,Thu 7:35
6017,ERN,Thu 7:37,ERS,Thu 7:45
6017,SRR,Fri 4:30,VTK,Fri 4:42
