TrainNo,StartingStationCode,DepartureTime,ArrivingStationCode,ArrivalTime,EdgeWeight
657,ERS,Sat 23:25,TCR,Sun 0:40,75
657,TCR,Sun 1:10,PGT,Sun 5:05,235
657,PGT,Sun 5:25,ED,Sun 9:25,240
658,ED,Thu 0:10,PGT,Fri 6:35,1825
658,PGT,Fri 7:00,TCR,Fri 8:50,110
658,TCR,Fri 10:10,ERS,Fri 12:30,140
6011,MDU,Mon 15:24,TEN,Mon 18:35,191
6011,TEN,Mon 18:45,NCJ,Mon 20:25,100
6012,NCJ,Sun 16:35,TEN,Sun 17:46,71
6012,TEN,Sun 17:51,MDU,Sun 20:55,184
6013,ALLP,Sun 17:35,KYJ,Sun 18:31,56
6013,KYJ,Sun 18:32,QLN,Sun 19:30,58
6013,ALLP,Mon 17:35,KYJ,Mon 18:31,56
6013,KYJ,Mon 18:32,QLN,Mon 19:30,58
6013,ALLP,Tue 17:35,KYJ,Tue 18:31,56
6013,KYJ,Tue 18:32,QLN,Tue 19:30,58
6013,ALLP,Wed 17:35,KYJ,Wed 18:31,56
6013,KYJ,Wed 18:32,QLN,Wed 19:30,58
6013,ALLP,Thu 17:35,KYJ,Thu 18:31,56
6013,KYJ,Thu 18:32,QLN,Thu 19:30,58
6013,ALLP,Fri 17:35,KYJ,Fri 18:31,56
6013,KYJ,Fri 18:32,QLN,Fri 19:30,58
6013,ALLP,Sat 17:35,KYJ,Sat 18:31,56
6013,KYJ,Sat 18:32,QLN,Sat 19:30,58
6014,QLN,Sun 3:45,KYJ,Sun 4:45,60
6014,KYJ,Sun 4:46,ALLP,Sun 5:50,64
6014,QLN,Mon 3:45,KYJ,Mon 4:45,60
6014,KYJ,Mon 4:46,ALLP,Mon 5:50,64
6014,QLN,Tue 3:45,KYJ,Tue 4:45,60
6014,KYJ,Tue 4:46,ALLP,Tue 5:50,64
6014,QLN,Wed 3:45,KYJ,Wed 4:45,60
6014,KYJ,Wed 4:46,ALLP,Wed 5:50,64
6014,QLN,Thu 3:45,KYJ,Thu 4:45,60
6014,KYJ,Thu 4:46,ALLP,Thu 5:50,64
6014,QLN,Fri 3:45,KYJ,Fri 4:45,60
6014,KYJ,Fri 4:46,ALLP,Fri 5:50,64
6014,QLN,Sat 3:45,KYJ,Sat 4:45,60
6014,KYJ,Sat 4:46,ALLP,Sat 5:50,64
6015,ERS,Sun 16:00,ALLP,Sun 17:30,90
6015,ERS,Mon 16:00,ALLP,Mon 17:30,90
6015,ERS,Tue 16:00,ALLP,Tue 17:30,90
6015,ERS,Wed 16:00,ALLP,Wed 17:30,90
6015,ERS,Thu 16:00,ALLP,Thu 17:30,90
6015,ERS,Fri 16:00,ALLP,Fri 17:30,90
6015,ERS,Sat 16:00,ALLP,Sat 17:30,90
6016,ALLP,Sun 7:25,ERS,Sun 9:00,95
6016,ALLP,Mon 7:25,ERS,Mon 9:00,95
6016,ALLP,Tue 7:25,ERS,Tue 9:00,95
6016,ALLP,Wed 7:25,ERS,Wed 9:00,95
6016,ALLP,Thu 7:25,ERS,Thu 9:00,95
6016,ALLP,Fri 7:25,ERS,Fri 9:00,95
6016,ALLP,Sat 7:25,ERS,Sat 9:00,95
6017,SRR,Sun 4:30,TCR,Sun 5:19,49
6017,TCR,Sun 5:21,ERN,Sun 7:35,134
6017,ERN,Sun 7:37,ERS,Sun 7:45,8
6017,SRR,Mon 4:30,TCR,Mon 5:19,49
6017,TCR,Mon 5:21,ERN,Mon 7:35,134
6017,ERN,Mon 7:37,ERS,Mon 7:45,8
6017,SRR,Tue 4:30,TCR,Tue 5:19,49
6017,TCR,Tue 5:21,ERN,Tue 7:35,134
6017,ERN,Tue 7:37,ERS,Tue 7:45,8
6017,SRR,Wed 4:30,TCR,Wed 5:19,49
6017,TCR,Wed 5:21,ERN,Wed 7:35,134
6017,ERN,Wed 7:37,ERS,Wed 7:45,8
6017,SRR,Thu 4:30,TCR,Thu 5:19,49
6017,TCR,Thu 5:21,ERN,Thu 7:35,134
6017,ERN,Thu 7:37,ERS,Thu 7:45,8
6017,SRR,Fri 4:30,TCR,Fri 5:19,49
6017,TCR,Fri 5:21,ERN,Fri 7:35,134
6017,ERN,Fri 7:37,ERS,Fri 7:45,8
6017,SRR,Sat 4:30,TCR,Sat 5:19,49
6017,TCR,Sat 5:21,ERN,Sat 7:35,134
6017,ERN,Sat 7:37,ERS,Sat 7:45,8
6018,ERS,Sun 17:40,ERN,Sun 17:48,8
6018,ERN,Sun 17:50,TCR,Sun 19:37,107
6018,TCR,Sun 19:39,SRR,Sun 20:40,61
6018,ERS,Mon 17:40,ERN,Mon 17:48,8
6018,ERN,Mon 17:50,TCR,Mon 19:37,107
6018,TCR,Mon 19:39,SRR,Mon 20:40,61
6018,ERS,Tue 17:40,ERN,Tue 17:48,8
6018,ERN,Tue 17:50,TCR,Tue 19:37,107
6018,TCR,Tue 19:39,SRR,Tue 20:40,61
6018,ERS,Wed 17:40,ERN,Wed 17:48,8
6018,ERN,Wed 17:50,TCR,Wed 19:37,107
6018,TCR,Wed 19:39,SRR,Wed 20:40,61
6018,ERS,Thu 17:40,ERN,Thu 17:48,8
6018,ERN,Thu 17:50,TCR,Thu 19:37,107
6018,TCR,Thu 19:39,SRR,Thu 20:40,61
6018,ERS,Fri 17:40,ERN,Fri 17:48,8
6018,ERN,Fri 17:50,TCR,Fri 19:37,107
6018,TCR,Fri 19:39,SRR,Fri 20:40,61
6018,ERS,Sat 17:40,ERN,Sat 17:48,8
6018,ERN,Sat 17:50,TCR,Sat 19:37,107
6018,TCR,Sat 19:39,SRR,Sat 20:40,61
6035,MDU,Fri 4:50,PUU,Fri 11:10,380
6035,PUU,Fri 11:15,QLN,Fri 12:45,90
6035,QLN,Fri 12:50,KCVL,Fri 13:40,50
6035,MDU,Sun 4:50,PUU,Sun 11:10,380
6035,PUU,Sun 11:15,QLN,Sun 12:45,90
6035,QLN,Sun 12:50,KCVL,Sun 13:40,50
6036,KCVL,Sun 15:35,QLN,Sun 16:30,55
6036,QLN,Sun 16:45,PUU,Sun 17:40,55
6036,PUU,Sun 17:45,MDU,Sun 23:15,330
6036,KCVL,Fri 15:35,QLN,Fri 16:30,55
6036,QLN,Fri 16:45,PUU,Fri 17:40,55
6036,PUU,Fri 17:45,MDU,Fri 23:15,330
6067,MDU,Sun 10:44,TEN,Sun 12:42,118
6067,TEN,Sun 12:45,NCJ,Sun 13:50,65
6067,MDU,Thu 10:44,TEN,Thu 12:42,118
6067,TEN,Thu 12:45,NCJ,Thu 13:50,65
6067,MDU,Fri 10:44,TEN,Fri 12:42,118
6067,TEN,Fri 12:45,NCJ,Fri 13:50,65
6067,MDU,Sat 10:44,TEN,Sat 12:42,118
6067,TEN,Sat 12:45,NCJ,Sat 13:50,65
6068,NCJ,Sun 14:20,TEN,Sun 15:22,62
6068,TEN,Sun 15:25,MDU,Sun 17:19,114
6068,NCJ,Thu 14:20,TEN,Thu 15:22,62
6068,TEN,Thu 15:25,MDU,Thu 17:19,114
6068,NCJ,Fri 14:20,TEN,Fri 15:22,62
6068,TEN,Fri 15:25,MDU,Fri 17:19,114
6068,NCJ,Sat 14:20,TEN,Sat 15:22,62
6068,TEN,Sat 15:25,MDU,Sat 17:19,114
6423,QLN,Sun 6:50,KCVL,Sun 8:17,87
6423,KCVL,Sun 8:18,TVC,Sun 8:45,27
6423,QLN,Mon 6:50,KCVL,Mon 8:17,87
6423,KCVL,Mon 8:18,TVC,Mon 8:45,27
6423,QLN,Tue 6:50,KCVL,Tue 8:17,87
6423,KCVL,Tue 8:18,TVC,Tue 8:45,27
6423,QLN,Wed 6:50,KCVL,Wed 8:17,87
6423,KCVL,Wed 8:18,TVC,Wed 8:45,27
6423,QLN,Thu 6:50,KCVL,Thu 8:17,87
6423,KCVL,Thu 8:18,TVC,Thu 8:45,27
6423,QLN,Fri 6:50,KCVL,Fri 8:17,87
6423,KCVL,Fri 8:18,TVC,Fri 8:45,27
6423,QLN,Sat 6:50,KCVL,Sat 8:17,87
6423,KCVL,Sat 8:18,TVC,Sat 8:45,27
6424,TVC,Sun 17:55,KCVL,Sun 18:15,20
6424,KCVL,Sun 18:16,QLN,Sun 19:50,94
6424,TVC,Mon 17:55,KCVL,Mon 18:15,20
6424,KCVL,Mon 18:16,QLN,Mon 19:50,94
6424,TVC,Tue 17:55,KCVL,Tue 18:15,20
6424,KCVL,Tue 18:16,QLN,Tue 19:50,94
6424,TVC,Wed 17:55,KCVL,Wed 18:15,20
6424,KCVL,Wed 18:16,QLN,Wed 19:50,94
6424,TVC,Thu 17:55,KCVL,Thu 18:15,20
6424,KCVL,Thu 18:16,QLN,Thu 19:50,94
6424,TVC,Fri 17:55,KCVL,Fri 18:15,20
6424,KCVL,Fri 18:16,QLN,Fri 19:50,94
6424,TVC,Sat 17:55,KCVL,Sat 18:15,20
6424,KCVL,Sat 18:16,QLN,Sat 19:50,94
6425,QLN,Sun 15:55,KCVL,Sun 17:32,97
6425,KCVL,Sun 17:33,TVC,Sun 17:45,12
6425,QLN,Mon 15:55,KCVL,Mon 17:32,97
6425,KCVL,Mon 17:33,TVC,Mon 17:45,12
6425,QLN,Tue 15:55,KCVL,Tue 17:32,97
6425,KCVL,Tue 17:33,TVC,Tue 17:45,12
6425,QLN,Wed 15:55,KCVL,Wed 17:32,97
6425,KCVL,Wed 17:33,TVC,Wed 17:45,12
6425,QLN,Thu 15:55,KCVL,Thu 17:32,97
6425,KCVL,Thu 17:33,TVC,Thu 17:45,12
6425,QLN,Fri 15:55,KCVL,Fri 17:32,97
6425,KCVL,Fri 17:33,TVC,Fri 17:45,12
6425,QLN,Sat 15:55,KCVL,Sat 17:32,97
6425,KCVL,Sat 17:33,TVC,Sat 17:45,12
6426,NCJ,Sun 6:25,TVC,Sun 8:25,120
6426,TVC,Sun 8:30,KCVL,Sun 8:43,13
6426,KCVL,Sun 8:44,QLN,Sun 10:20,96
6426,NCJ,Mon 6:25,TVC,Mon 8:25,120
6426,TVC,Mon 8:30,KCVL,Mon 8:43,13
6426,KCVL,Mon 8:44,QLN,Mon 10:20,96
6426,NCJ,Tue 6:25,TVC,Tue 8:25,120
6426,TVC,Tue 8:30,KCVL,Tue 8:43,13
6426,KCVL,Tue 8:44,QLN,Tue 10:20,96
6426,NCJ,Wed 6:25,TVC,Wed 8:25,120
6426,TVC,Wed 8:30,KCVL,Wed 8:43,13
6426,KCVL,Wed 8:44,QLN,Wed 10:20,96
6426,NCJ,Thu 6:25,TVC,Thu 8:25,120
6426,TVC,Thu 8:30,KCVL,Thu 8:43,13
6426,KCVL,Thu 8:44,QLN,Thu 10:20,96
6426,NCJ,Fri 6:25,TVC,Fri 8:25,120
6426,TVC,Fri 8:30,KCVL,Fri 8:43,13
6426,KCVL,Fri 8:44,QLN,Fri 10:20,96
6426,NCJ,Sat 6:25,TVC,Sat 8:25,120
6426,TVC,Sat 8:30,KCVL,Sat 8:43,13
6426,KCVL,Sat 8:44,QLN,Sat 10:20,96
6427,QLN,Sun 15:35,KCVL,Sun 16:42,67
6427,KCVL,Sun 16:43,TVC,Sun 17:16,33
6427,TVC,Sun 17:31,NCJ,Sun 19:25,114
6427,QLN,Mon 15:35,KCVL,Mon 16:42,67
6427,KCVL,Mon 16:43,TVC,Mon 17:16,33
6427,TVC,Mon 17:31,NCJ,Mon 19:25,114
6427,QLN,Tue 15:35,KCVL,Tue 16:42,67
6427,KCVL,Tue 16:43,TVC,Tue 17:16,33
6427,TVC,Tue 17:31,NCJ,Tue 19:25,114
6427,QLN,Wed 15:35,KCVL,Wed 16:42,67
6427,KCVL,Wed 16:43,TVC,Wed 17:16,33
6427,TVC,Wed 17:31,NCJ,Wed 19:25,114
6427,QLN,Thu 15:35,KCVL,Thu 16:42,67
6427,KCVL,Thu 16:43,TVC,Thu 17:16,33
6427,TVC,Thu 17:31,NCJ,Thu 19:25,114
6427,QLN,Fri 15:35,KCVL,Fri 16:42,67
6427,KCVL,Fri 16:43,TVC,Fri 17:16,33
6427,TVC,Fri 17:31,NCJ,Fri 19:25,114
6427,QLN,Sat 15:35,KCVL,Sat 16:42,67
6427,KCVL,Sat 16:43,TVC,Sat 17:16,33
6427,TVC,Sat 17:31,NCJ,Sat 19:25,114
6428,NCJ,Sun 18:20,TVC,Sun 20:05,105
6428,TVC,Sun 20:08,KCVL,Sun 20:20,12
6428,NCJ,Mon 18:20,TVC,Mon 20:05,105
6428,TVC,Mon 20:08,KCVL,Mon 20:20,12
6428,NCJ,Tue 18:20,TVC,Tue 20:05,105
6428,TVC,Tue 20:08,KCVL,Tue 20:20,12
6428,NCJ,Wed 18:20,TVC,Wed 20:05,105
6428,TVC,Wed 20:08,KCVL,Wed 20:20,12
6428,NCJ,Thu 18:20,TVC,Thu 20:05,105
6428,TVC,Thu 20:08,KCVL,Thu 20:20,12
6428,NCJ,Fri 18:20,TVC,Fri 20:05,105
6428,TVC,Fri 20:08,KCVL,Fri 20:20,12
6428,NCJ,Sat 18:20,TVC,Sat 20:05,105
6428,TVC,Sat 20:08,KCVL,Sat 20:20,12
6429,KCVL,Sun 13:40,TVC,Sun 13:55,15
6429,TVC,Sun 13:58,NCJ,Sun 16:25,147
6429,KCVL,Mon 13:40,TVC,Mon 13:55,15
6429,TVC,Mon 13:58,NCJ,Mon 16:25,147
6429,KCVL,Tue 13:40,TVC,Tue 13:55,15
6429,TVC,Tue 13:58,NCJ,Tue 16:25,147
6429,KCVL,Wed 13:40,TVC,Wed 13:55,15
6429,TVC,Wed 13:58,NCJ,Wed 16:25,147
6429,KCVL,Thu 13:40,TVC,Thu 13:55,15
6429,TVC,Thu 13:58,NCJ,Thu 16:25,147
6429,KCVL,Fri 13:40,TVC,Fri 13:55,15
6429,TVC,Fri 13:58,NCJ,Fri 16:25,147
6429,KCVL,Sat 13:40,TVC,Sat 13:55,15
6429,TVC,Sat 13:58,NCJ,Sat 16:25,147
6430,NCJ,Sun 8:05,TVC,Sun 9:50,105
6430,TVC,Sun 9:55,KCVL,Sun 10:25,30
6430,NCJ,Mon 8:05,TVC,Mon 9:50,105
6430,TVC,Mon 9:55,KCVL,Mon 10:25,30
6430,NCJ,Tue 8:05,TVC,Tue 9:50,105
6430,TVC,Tue 9:55,KCVL,Tue 10:25,30
6430,NCJ,Wed 8:05,TVC,Wed 9:50,105
6430,TVC,Wed 9:55,KCVL,Wed 10:25,30
6430,NCJ,Thu 8:05,TVC,Thu 9:50,105
6430,TVC,Thu 9:55,KCVL,Thu 10:25,30
6430,NCJ,Fri 8:05,TVC,Fri 9:50,105
6430,TVC,Fri 9:55,KCVL,Fri 10:25,30
6430,NCJ,Sat 8:05,TVC,Sat 9:50,105
6430,TVC,Sat 9:55,KCVL,Sat 10:25,30
6431,KTYM,Sun 5:40,KYJ,Sun 6:45,65
6431,KYJ,Sun 6:47,QLN,Sun 7:40,53
6431,KTYM,Mon 5:40,KYJ,Mon 6:45,65
6431,KYJ,Mon 6:47,QLN,Mon 7:40,53
6431,KTYM,Tue 5:40,KYJ,Tue 6:45,65
6431,KYJ,Tue 6:47,QLN,Tue 7:40,53
6431,KTYM,Wed 5:40,KYJ,Wed 6:45,65
6431,KYJ,Wed 6:47,QLN,Wed 7:40,53
6431,KTYM,Thu 5:40,KYJ,Thu 6:45,65
6431,KYJ,Thu 6:47,QLN,Thu 7:40,53
6431,KTYM,Fri 5:40,KYJ,Fri 6:45,65
6431,KYJ,Fri 6:47,QLN,Fri 7:40,53
6431,KTYM,Sat 5:40,KYJ,Sat 6:45,65
6431,KYJ,Sat 6:47,QLN,Sat 7:40,53
6433,KCVL,Sun 6:30,TVC,Sun 6:45,15
6433,TVC,Sun 6:50,NCJ,Sun 8:55,125
6433,KCVL,Mon 6:30,TVC,Mon 6:45,15
6433,TVC,Mon 6:50,NCJ,Mon 8:55,125
6433,KCVL,Tue 6:30,TVC,Tue 6:45,15
6433,TVC,Tue 6:50,NCJ,Tue 8:55,125
6433,KCVL,Wed 6:30,TVC,Wed 6:45,15
6433,TVC,Wed 6:50,NCJ,Wed 8:55,125
6433,KCVL,Thu 6:30,TVC,Thu 6:45,15
6433,TVC,Thu 6:50,NCJ,Thu 8:55,125
6433,KCVL,Fri 6:30,TVC,Fri 6:45,15
6433,TVC,Fri 6:50,NCJ,Fri 8:55,125
6433,KCVL,Sat 6:30,TVC,Sat 6:45,15
6433,TVC,Sat 6:50,NCJ,Sat 8:55,125
6434,KTYM,Sun 17:20,ERS,Sun 18:55,95
6434,KTYM,Mon 17:20,ERS,Mon 18:55,95
6434,KTYM,Tue 17:20,ERS,Tue 18:55,95
6434,KTYM,Wed 17:20,ERS,Wed 18:55,95
6434,KTYM,Thu 17:20,ERS,Thu 18:55,95
6434,KTYM,Fri 17:20,ERS,Fri 18:55,95
6434,KTYM,Sat 17:20,ERS,Sat 18:55,95
6435,TVC,Sun 18:00,NCJ,Sun 20:05,125
6435,TVC,Mon 18:00,NCJ,Mon 20:05,125
6435,TVC,Tue 18:00,NCJ,Tue 20:05,125
6435,TVC,Wed 18:00,NCJ,Wed 20:05,125
6435,TVC,Thu 18:00,NCJ,Thu 20:05,125
6435,TVC,Fri 18:00,NCJ,Fri 20:05,125
6435,TVC,Sat 18:00,NCJ,Sat 20:05,125
6438,ERS,Sun 6:10,ERN,Sun 6:18,8
6438,ERN,Sun 6:20,TCR,Sun 8:15,115
6438,TCR,Sun 8:17,GUV,Sun 8:45,28
6438,ERS,Mon 6:10,ERN,Mon 6:18,8
6438,ERN,Mon 6:20,TCR,Mon 8:15,115
6438,TCR,Mon 8:17,GUV,Mon 8:45,28
6438,ERS,Tue 6:10,ERN,Tue 6:18,8
6438,ERN,Tue 6:20,TCR,Tue 8:15,115
6438,TCR,Tue 8:17,GUV,Tue 8:45,28
6438,ERS,Wed 6:10,ERN,Wed 6:18,8
6438,ERN,Wed 6:20,TCR,Wed 8:15,115
6438,TCR,Wed 8:17,GUV,Wed 8:45,28
6438,ERS,Thu 6:10,ERN,Thu 6:18,8
6438,ERN,Thu 6:20,TCR,Thu 8:15,115
6438,TCR,Thu 8:17,GUV,Thu 8:45,28
6438,ERS,Fri 6:10,ERN,Fri 6:18,8
6438,ERN,Fri 6:20,TCR,Fri 8:15,115
6438,TCR,Fri 8:17,GUV,Fri 8:45,28
6438,ERS,Sat 6:10,ERN,Sat 6:18,8
6438,ERN,Sat 6:20,TCR,Sat 8:15,115
6438,TCR,Sat 8:17,GUV,Sat 8:45,28
6439,GUV,Sun 6:50,TCR,Sun 7:20,30
6439,TCR,Sun 7:23,ERN,Sun 9:08,105
6439,ERN,Sun 9:10,ERS,Sun 9:25,15
6439,GUV,Mon 6:50,TCR,Mon 7:20,30
6439,TCR,Mon 7:23,ERN,Mon 9:08,105
6439,ERN,Mon 9:10,ERS,Mon 9:25,15
6439,GUV,Tue 6:50,TCR,Tue 7:20,30
6439,TCR,Tue 7:23,ERN,Tue 9:08,105
6439,ERN,Tue 9:10,ERS,Tue 9:25,15
6439,GUV,Wed 6:50,TCR,Wed 7:20,30
6439,TCR,Wed 7:23,ERN,Wed 9:08,105
6439,ERN,Wed 9:10,ERS,Wed 9:25,15
6439,GUV,Thu 6:50,TCR,Thu 7:20,30
6439,TCR,Thu 7:23,ERN,Thu 9:08,105
6439,ERN,Thu 9:10,ERS,Thu 9:25,15
6439,GUV,Fri 6:50,TCR,Fri 7:20,30
6439,TCR,Fri 7:23,ERN,Fri 9:08,105
6439,ERN,Fri 9:10,ERS,Fri 9:25,15
6439,GUV,Sat 6:50,TCR,Sat 7:20,30
6439,TCR,Sat 7:23,ERN,Sat 9:08,105
6439,ERN,Sat 9:10,ERS,Sat 9:25,15
6441,ERS,Sun 20:10,ALLP,Sun 21:33,83
6441,ALLP,Sun 21:42,KYJ,Sun 22:35,53
6441,KYJ,Sun 22:36,QLN,Sun 23:35,59
6441,ERS,Mon 20:10,ALLP,Mon 21:33,83
6441,ALLP,Mon 21:42,KYJ,Mon 22:35,53
6441,KYJ,Mon 22:36,QLN,Mon 23:35,59
6441,ERS,Tue 20:10,ALLP,Tue 21:33,83
6441,ALLP,Tue 21:42,KYJ,Tue 22:35,53
6441,KYJ,Tue 22:36,QLN,Tue 23:35,59
6441,ERS,Thu 20:10,ALLP,Thu 21:33,83
6441,ALLP,Thu 21:42,KYJ,Thu 22:35,53
6441,KYJ,Thu 22:36,QLN,Thu 23:35,59
6441,ERS,Fri 20:10,ALLP,Fri 21:33,83
6441,ALLP,Fri 21:42,KYJ,Fri 22:35,53
6441,KYJ,Fri 22:36,QLN,Fri 23:35,59
6441,ERS,Sat 20:10,ALLP,Sat 21:33,83
6441,ALLP,Sat 21:42,KYJ,Sat 22:35,53
6441,KYJ,Sat 22:36,QLN,Sat 23:35,59
6442,QLN,Sun 21:05,KYJ,Sun 22:08,63
6442,KYJ,Sun 22:09,KTYM,Sun 23:10,61
6442,KTYM,Sun 23:13,ERS,Mon 0:30,77
6442,QLN,Mon 21:05,KYJ,Mon 22:08,63
6442,KYJ,Mon 22:09,KTYM,Mon 23:10,61
6442,KTYM,Mon 23:13,ERS,Tue 0:30,77
6442,QLN,Wed 21:05,KYJ,Wed 22:08,63
6442,KYJ,Wed 22:09,KTYM,Wed 23:10,61
6442,KTYM,Wed 23:13,ERS,Thu 0:30,77
6442,QLN,Thu 21:05,KYJ,Thu 22:08,63
6442,KYJ,Thu 22:09,KTYM,Thu 23:10,61
6442,KTYM,Thu 23:13,ERS,Fri 0:30,77
6442,QLN,Fri 21:05,KYJ,Fri 22:08,63
6442,KYJ,Fri 22:09,KTYM,Fri 23:10,61
6442,KTYM,Fri 23:13,ERS,Sat 0:30,77
6442,QLN,Sat 21:05,KYJ,Sat 22:08,63
6442,KYJ,Sat 22:09,KTYM,Sat 23:10,61
6442,KTYM,Sat 23:13,ERS,Sun 0:30,77
6443,ERS,Sun 18:15,KTYM,Sun 19:53,98
6443,KTYM,Sun 20:05,KYJ,Sun 21:20,75
6443,KYJ,Sun 21:21,QLN,Sun 22:15,54
6443,ERS,Mon 18:15,KTYM,Mon 19:53,98
6443,KTYM,Mon 20:05,KYJ,Mon 21:20,75
6443,KYJ,Mon 21:21,QLN,Mon 22:15,54
6443,ERS,Tue 18:15,KTYM,Tue 19:53,98
6443,KTYM,Tue 20:05,KYJ,Tue 21:20,75
6443,KYJ,Tue 21:21,QLN,Tue 22:15,54
6443,ERS,Wed 18:15,KTYM,Wed 19:53,98
6443,KTYM,Wed 20:05,KYJ,Wed 21:20,75
6443,KYJ,Wed 21:21,QLN,Wed 22:15,54
6443,ERS,Thu 18:15,KTYM,Thu 19:53,98
6443,KTYM,Thu 20:05,KYJ,Thu 21:20,75
6443,KYJ,Thu 21:21,QLN,Thu 22:15,54
6443,ERS,Fri 18:15,KTYM,Fri 19:53,98
6443,KTYM,Fri 20:05,KYJ,Fri 21:20,75
6443,KYJ,Fri 21:21,QLN,Fri 22:15,54
6443,ERS,Sat 18:15,KTYM,Sat 19:53,98
6443,KTYM,Sat 20:05,KYJ,Sat 21:20,75
6443,KYJ,Sat 21:21,QLN,Sat 22:15,54
6444,QLN,Sun 4:20,KYJ,Sun 5:18,58
6444,KYJ,Sun 5:19,KTYM,Sun 6:29,70
6444,KTYM,Sun 6:31,ERS,Sun 8:10,99
6444,QLN,Mon 4:20,KYJ,Mon 5:18,58
6444,KYJ,Mon 5:19,KTYM,Mon 6:29,70
6444,KTYM,Mon 6:31,ERS,Mon 8:10,99
6444,QLN,Tue 4:20,KYJ,Tue 5:18,58
6444,KYJ,Tue 5:19,KTYM,Tue 6:29,70
6444,KTYM,Tue 6:31,ERS,Tue 8:10,99
6444,QLN,Wed 4:20,KYJ,Wed 5:18,58
6444,KYJ,Wed 5:19,KTYM,Wed 6:29,70
6444,KTYM,Wed 6:31,ERS,Wed 8:10,99
6444,QLN,Thu 4:20,KYJ,Thu 5:18,58
6444,KYJ,Thu 5:19,KTYM,Thu 6:29,70
6444,KTYM,Thu 6:31,ERS,Thu 8:10,99
6444,QLN,Fri 4:20,KYJ,Fri 5:18,58
6444,KYJ,Fri 5:19,KTYM,Fri 6:29,70
6444,KTYM,Fri 6:31,ERS,Fri 8:10,99
6444,QLN,Sat 4:20,KYJ,Sat 5:18,58
6444,KYJ,Sat 5:19,KTYM,Sat 6:29,70
6444,KTYM,Sat 6:31,ERS,Sat 8:10,99
6445,GUV,Sun 9:15,TCR,Sun 9:55,40
6445,GUV,Mon 9:15,TCR,Mon 9:55,40
6445,GUV,Tue 9:15,TCR,Tue 9:55,40
6445,GUV,Wed 9:15,TCR,Wed 9:55,40
6445,GUV,Thu 9:15,TCR,Thu 9:55,40
6445,GUV,Fri 9:15,TCR,Fri 9:55,40
6445,GUV,Sat 9:15,TCR,Sat 9:55,40
6446,TCR,Sun 11:35,GUV,Sun 12:05,30
6446,TCR,Mon 11:35,GUV,Mon 12:05,30
6446,TCR,Tue 11:35,GUV,Tue 12:05,30
6446,TCR,Wed 11:35,GUV,Wed 12:05,30
6446,TCR,Thu 11:35,GUV,Thu 12:05,30
6446,TCR,Fri 11:35,GUV,Fri 12:05,30
6446,TCR,Sat 11:35,GUV,Sat 12:05,30
6447,GUV,Sun 13:30,TCR,Sun 13:56,26
6447,TCR,Sun 13:58,ERN,Sun 16:16,138
6447,ERN,Sun 16:18,ERS,Sun 16:25,7
6447,GUV,Mon 13:30,TCR,Mon 13:56,26
6447,TCR,Mon 13:58,ERN,Mon 16:16,138
6447,ERN,Mon 16:18,ERS,Mon 16:25,7
6447,GUV,Tue 13:30,TCR,Tue 13:56,26
6447,TCR,Tue 13:58,ERN,Tue 16:16,138
6447,ERN,Tue 16:18,ERS,Tue 16:25,7
6447,GUV,Wed 13:30,TCR,Wed 13:56,26
6447,TCR,Wed 13:58,ERN,Wed 16:16,138
6447,ERN,Wed 16:18,ERS,Wed 16:25,7
6447,GUV,Thu 13:30,TCR,Thu 13:56,26
6447,TCR,Thu 13:58,ERN,Thu 16:16,138
6447,ERN,Thu 16:18,ERS,Thu 16:25,7
6447,GUV,Fri 13:30,TCR,Fri 13:56,26
6447,TCR,Fri 13:58,ERN,Fri 16:16,138
6447,ERN,Fri 16:18,ERS,Fri 16:25,7
6447,GUV,Sat 13:30,TCR,Sat 13:56,26
6447,TCR,Sat 13:58,ERN,Sat 16:16,138
6447,ERN,Sat 16:18,ERS,Sat 16:25,7
6448,ERS,Sun 19:40,ERN,Sun 19:48,8
6448,ERN,Sun 19:50,TCR,Sun 21:40,110
6448,TCR,Sun 21:42,GUV,Sun 22:30,48
6448,ERS,Mon 19:40,ERN,Mon 19:48,8
6448,ERN,Mon 19:50,TCR,Mon 21:40,110
6448,TCR,Mon 21:42,GUV,Mon 22:30,48
6448,ERS,Tue 19:40,ERN,Tue 19:48,8
6448,ERN,Tue 19:50,TCR,Tue 21:40,110
6448,TCR,Tue 21:42,GUV,Tue 22:30,48
6448,ERS,Wed 19:40,ERN,Wed 19:48,8
6448,ERN,Wed 19:50,TCR,Wed 21:40,110
6448,TCR,Wed 21:42,GUV,Wed 22:30,48
6448,ERS,Thu 19:40,ERN,Thu 19:48,8
6448,ERN,Thu 19:50,TCR,Thu 21:40,110
6448,TCR,Thu 21:42,GUV,Thu 22:30,48
6448,ERS,Fri 19:40,ERN,Fri 19:48,8
6448,ERN,Fri 19:50,TCR,Fri 21:40,110
6448,TCR,Fri 21:42,GUV,Fri 22:30,48
6448,ERS,Sat 19:40,ERN,Sat 19:48,8
6448,ERN,Sat 19:50,TCR,Sat 21:40,110
6448,TCR,Sat 21:42,GUV,Sat 22:30,48
6449,ERS,Sun 7:50,ALLP,Sun 9:25,95
6449,ERS,Mon 7:50,ALLP,Mon 9:25,95
6449,ERS,Tue 7:50,ALLP,Tue 9:25,95
